Fecha,Casos acumulados en Alto Hospicio,Casos acumulados en Camiña,Casos acumulados en Colchane,Casos acumulados en Huara,Casos acumulados en Iquique,Casos acumulados en Pica,Casos acumulados en Pozo Almonte,Casos acumulados en Comuna desconocida
2022-03-20,,,,,,,,
2022-03-21,25590.0,315.0,896.0,698.0,53936.0,1849.0,3907.0,901.0
2022-03-22,,,,,,,,
2022-03-23,,,,,,,,
2022-03-24,,,,,,,,
2022-03-25,25635.0,315.0,898.0,698.0,54097.0,1852.0,3910.0,901.0
2022-03-26,,,,,,,,
2022-03-27,,,,,,,,
2022-03-28,25669.0,315.0,900.0,699.0,54205.0,1852.0,3931.0,900.0
2022-03-29,,,,,,,,
2022-03-30,,,,,,,,
2022-03-31,,,,,,,,
2022-04-01,25692.0,315.0,901.0,699.0,54304.0,1854.0,3947.0,900.0
2022-04-02,,,,,,,,
2022-04-03,,,,,,,,
2022-04-04,25710.0,315.0,901.0,699.0,54362.0,1855.0,3955.0,900.0
2022-04-05,,,,,,,,
2022-04-06,,,,,,,,
2022-04-07,,,,,,,,
2022-04-08,25746.0,315.0,901.0,699.0,54427.0,1857.0,3973.0,900.0
2022-04-09,,,,,,,,
2022-04-10,,,,,,,,
2022-04-11,25749.0,315.0,902.0,699.0,54463.0,1859.0,3983.0,900.0
2022-04-12,,,,,,,,
2022-04-13,,,,,,,,
2022-04-14,,,,,,,,
2022-04-15,25765.0,315.0,902.0,699.0,54528.0,1860.0,3988.0,900.0
2022-04-16,,,,,,,,
2022-04-17,,,,,,,,
2022-04-18,25776.0,315.0,902.0,699.0,54562.0,1860.0,3991.0,900.0
2022-04-19,,,,,,,,
2022-04-20,,,,,,,,
2022-04-21,,,,,,,,
2022-04-22,25788.0,316.0,902.0,699.0,54604.0,1867.0,3993.0,900.0
2022-04-23,,,,,,,,
2022-04-24,,,,,,,,
2022-04-25,25801.0,316.0,902.0,699.0,54651.0,1867.0,3994.0,900.0
2022-04-26,,,,,,,,
2022-04-27,,,,,,,,
2022-04-28,,,,,,,,
2022-04-29,,,,,,,,
2022-04-30,,,,,,,,
